species,spcode,season.site,decade,num.nights.per.season,count,abun.class,abun.class.log,total.decade,total.count
Ichneutica alopa,Ichalo,1988r,2,14,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,1988r,2,14,0,Middling,0,2,4
Meterana tartarea,Mettar,1988r,2,14,1,Middling,0,1,4
Proteodes carnifex,Procar,1988r,2,14,0,Middling,0,0,4
Scoparia chalicodes,Scocha,1988r,2,14,0,Middling,0,3,4
Scoparia sp. nr rotuella,Scosnr,1988r,2,14,3,Middling,0,3,4
Ichneutica nobilia,Ichnob,1988s,2,15,1,Middling,0,3,4
Ichneutica alopa,Ichalo,1988s,2,15,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,1988s,2,15,1,Middling,0,2,4
Meterana tartarea,Mettar,1988s,2,15,0,Middling,0,1,4
Proteodes carnifex,Procar,1988s,2,15,0,Middling,0,0,4
Scoparia chalicodes,Scocha,1988s,2,15,2,Middling,0,3,4
Scoparia sp. nr rotuella,Scosnr,1988s,2,15,0,Middling,0,3,4
Ichneutica nobilia,Ichnob,1989s,2,3,0,Middling,0,3,4
Ichneutica alopa,Ichalo,1989s,2,3,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,1989s,2,3,1,Middling,0,2,4
Meterana tartarea,Mettar,1989s,2,3,0,Middling,0,1,4
Proteodes carnifex,Procar,1989s,2,3,0,Middling,0,0,4
Scoparia chalicodes,Scocha,1989s,2,3,0,Middling,0,3,4
Scoparia sp. nr rotuella,Scosnr,1989s,2,3,0,Middling,0,3,4
Ichneutica nobilia,Ichnob,2020r,3,13,0,Middling,0,0,4
Ichneutica alopa,Ichalo,2020r,3,13,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,2020r,3,13,0,Middling,0,0,4
Meterana tartarea,Mettar,2020r,3,13,0,Middling,0,0,4
Proteodes carnifex,Procar,2020r,3,13,0,Middling,0,0,4
Scoparia chalicodes,Scocha,2020r,3,13,0,Middling,0,1,4
Scoparia sp. nr rotuella,Scosnr,2020r,3,13,0,Middling,0,0,4
Ichneutica nobilia,Ichnob,2020s,3,13,0,Middling,0,0,4
Ichneutica alopa,Ichalo,2020s,3,13,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,2020s,3,13,0,Middling,0,0,4
Meterana tartarea,Mettar,2020s,3,13,0,Middling,0,0,4
Proteodes carnifex,Procar,2020s,3,13,0,Middling,0,0,4
Scoparia chalicodes,Scocha,2020s,3,13,1,Middling,0,1,4
Scoparia sp. nr rotuella,Scosnr,2020s,3,13,0,Middling,0,0,4
Ichneutica nobilia,Ichnob,2021r,3,2,0,Middling,0,0,4
Ichneutica alopa,Ichalo,2021r,3,2,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,2021r,3,2,0,Middling,0,0,4
Meterana tartarea,Mettar,2021r,3,2,0,Middling,0,0,4
Proteodes carnifex,Procar,2021r,3,2,0,Middling,0,0,4
Scoparia chalicodes,Scocha,2021r,3,2,0,Middling,0,1,4
Scoparia sp. nr rotuella,Scosnr,2021r,3,2,0,Middling,0,0,4
Ichneutica nobilia,Ichnob,2021s,3,2,0,Middling,0,0,4
Ichneutica alopa,Ichalo,2021s,3,2,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,2021s,3,2,0,Middling,0,0,4
Meterana tartarea,Mettar,2021s,3,2,0,Middling,0,0,4
Proteodes carnifex,Procar,2021s,3,2,0,Middling,0,0,4
Scoparia chalicodes,Scocha,2021s,3,2,0,Middling,0,1,4
Scoparia sp. nr rotuella,Scosnr,2021s,3,2,0,Middling,0,0,4
Antiscopa elaphra,Antela,1961r,1,8,0,Middling,0,2,3
Atomotricha ommatias,Atoomm,1961r,1,8,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,1961r,1,8,0,Middling,0,1,3
Endrosis sarcitrella,Endsar,1961r,1,8,0,Middling,0,1,3
Epichorista aspistana,Epiasp,1961r,1,8,0,Middling,0,1,3
Gymnobathra sarcoxantha,Gymsar,1961r,1,8,0,Middling,0,1,3
Helastia cryptica,Helcry,1961r,1,8,0,Middling,0,0,3
Helastia expolita,Helexp,1961r,1,8,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,1961r,1,8,0,Middling,0,1,3
Leptocroca sp. nr lindsayi,Leplin,1961r,1,8,0,Middling,0,0,3
Meterana coeleno,Metcoe,1961r,1,8,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,1961r,1,8,1,Middling,0,3,3
Tingena chloritis,Tinchlo,1961r,1,8,0,Middling,0,1,3
Antiscopa elaphra,Antela,1961s,1,13,1,Middling,0,2,3
Atomotricha ommatias,Atoomm,1961s,1,13,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,1961s,1,13,0,Middling,0,1,3
Endrosis sarcitrella,Endsar,1961s,1,13,0,Middling,0,1,3
Epichorista aspistana,Epiasp,1961s,1,13,0,Middling,0,1,3
Gymnobathra sarcoxantha,Gymsar,1961s,1,13,0,Middling,0,1,3
Helastia cryptica,Helcry,1961s,1,13,0,Middling,0,0,3
Helastia expolita,Helexp,1961s,1,13,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,1961s,1,13,1,Middling,0,1,3
Leptocroca sp. nr lindsayi,Leplin,1961s,1,13,0,Middling,0,0,3
Meterana coeleno,Metcoe,1961s,1,13,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,1961s,1,13,0,Middling,0,3,3
Tingena chloritis,Tinchlo,1961s,1,13,0,Middling,0,1,3
Antiscopa elaphra,Antela,1962r,1,9,0,Middling,0,2,3
Atomotricha ommatias,Atoomm,1962r,1,9,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,1962r,1,9,1,Middling,0,1,3
Endrosis sarcitrella,Endsar,1962r,1,9,1,Middling,0,1,3
Epichorista aspistana,Epiasp,1962r,1,9,1,Middling,0,1,3
Gymnobathra sarcoxantha,Gymsar,1962r,1,9,0,Middling,0,1,3
Helastia cryptica,Helcry,1962r,1,9,0,Middling,0,0,3
Helastia expolita,Helexp,1962r,1,9,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,1962r,1,9,0,Middling,0,1,3
Leptocroca sp. nr lindsayi,Leplin,1962r,1,9,0,Middling,0,0,3
Meterana coeleno,Metcoe,1962r,1,9,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,1962r,1,9,1,Middling,0,3,3
Tingena chloritis,Tinchlo,1962r,1,9,0,Middling,0,1,3
Antiscopa elaphra,Antela,1962s,1,13,1,Middling,0,2,3
Atomotricha ommatias,Atoomm,1962s,1,13,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,1962s,1,13,0,Middling,0,1,3
Endrosis sarcitrella,Endsar,1962s,1,13,0,Middling,0,1,3
Epichorista aspistana,Epiasp,1962s,1,13,0,Middling,0,1,3
Gymnobathra sarcoxantha,Gymsar,1962s,1,13,1,Middling,0,1,3
Helastia cryptica,Helcry,1962s,1,13,0,Middling,0,0,3
Helastia expolita,Helexp,1962s,1,13,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,1962s,1,13,0,Middling,0,1,3
Leptocroca sp. nr lindsayi,Leplin,1962s,1,13,0,Middling,0,0,3
Meterana coeleno,Metcoe,1962s,1,13,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,1962s,1,13,1,Middling,0,3,3
Tingena chloritis,Tinchlo,1962s,1,13,1,Middling,0,1,3
Antiscopa elaphra,Antela,1987r,2,8,0,Middling,0,1,3
Atomotricha ommatias,Atoomm,1987r,2,8,0,Middling,0,3,3
Elachista sp. cf. gerasmia,Elager,1987r,2,8,0,Middling,0,2,3
Endrosis sarcitrella,Endsar,1987r,2,8,0,Middling,0,2,3
Epichorista aspistana,Epiasp,1987r,2,8,0,Middling,0,2,3
Gymnobathra sarcoxantha,Gymsar,1987r,2,8,0,Middling,0,0,3
Helastia cryptica,Helcry,1987r,2,8,0,Middling,0,3,3
Helastia expolita,Helexp,1987r,2,8,0,Middling,0,3,3
Ichneutica insignis cplx,Ichins,1987r,2,8,0,Middling,0,0,3
Leptocroca sp. nr lindsayi,Leplin,1987r,2,8,1,Middling,0,3,3
Meterana coeleno,Metcoe,1987r,2,8,0,Middling,0,3,3
Scoparia sp. nr scripta,Scoscr,1987r,2,8,0,Middling,0,0,3
Tingena chloritis,Tinchlo,1987r,2,8,0,Middling,0,0,3
Antiscopa elaphra,Antela,1987s,2,9,0,Middling,0,1,3
Atomotricha ommatias,Atoomm,1987s,2,9,0,Middling,0,3,3
Elachista sp. cf. gerasmia,Elager,1987s,2,9,0,Middling,0,2,3
Endrosis sarcitrella,Endsar,1987s,2,9,0,Middling,0,2,3
Epichorista aspistana,Epiasp,1987s,2,9,2,Middling,0,2,3
Gymnobathra sarcoxantha,Gymsar,1987s,2,9,0,Middling,0,0,3
Helastia cryptica,Helcry,1987s,2,9,0,Middling,0,3,3
Helastia expolita,Helexp,1987s,2,9,1,Middling,0,3,3
Ichneutica insignis cplx,Ichins,1987s,2,9,0,Middling,0,0,3
Leptocroca sp. nr lindsayi,Leplin,1987s,2,9,0,Middling,0,3,3
Meterana coeleno,Metcoe,1987s,2,9,0,Middling,0,3,3
Scoparia sp. nr scripta,Scoscr,1987s,2,9,0,Middling,0,0,3
Tingena chloritis,Tinchlo,1987s,2,9,0,Middling,0,0,3
Antiscopa elaphra,Antela,1988r,2,14,0,Middling,0,1,3
Atomotricha ommatias,Atoomm,1988r,2,14,0,Middling,0,3,3
Elachista sp. cf. gerasmia,Elager,1988r,2,14,0,Middling,0,2,3
Endrosis sarcitrella,Endsar,1988r,2,14,0,Middling,0,2,3
Epichorista aspistana,Epiasp,1988r,2,14,0,Middling,0,2,3
Gymnobathra sarcoxantha,Gymsar,1988r,2,14,0,Middling,0,0,3
Helastia cryptica,Helcry,1988r,2,14,1,Middling,0,3,3
Helastia expolita,Helexp,1988r,2,14,1,Middling,0,3,3
Ichneutica insignis cplx,Ichins,1988r,2,14,0,Middling,0,0,3
Leptocroca sp. nr lindsayi,Leplin,1988r,2,14,1,Middling,0,3,3
Meterana coeleno,Metcoe,1988r,2,14,0,Middling,0,3,3
Scoparia sp. nr scripta,Scoscr,1988r,2,14,0,Middling,0,0,3
Tingena chloritis,Tinchlo,1988r,2,14,0,Middling,0,0,3
Antiscopa elaphra,Antela,1988s,2,15,0,Middling,0,1,3
Atomotricha ommatias,Atoomm,1988s,2,15,0,Middling,0,3,3
Elachista sp. cf. gerasmia,Elager,1988s,2,15,2,Middling,0,2,3
Endrosis sarcitrella,Endsar,1988s,2,15,1,Middling,0,2,3
Epichorista aspistana,Epiasp,1988s,2,15,0,Middling,0,2,3
Gymnobathra sarcoxantha,Gymsar,1988s,2,15,0,Middling,0,0,3
Helastia cryptica,Helcry,1988s,2,15,2,Middling,0,3,3
Helastia expolita,Helexp,1988s,2,15,1,Middling,0,3,3
Ichneutica insignis cplx,Ichins,1988s,2,15,0,Middling,0,0,3
Leptocroca sp. nr lindsayi,Leplin,1988s,2,15,1,Middling,0,3,3
Meterana coeleno,Metcoe,1988s,2,15,0,Middling,0,3,3
Scoparia sp. nr scripta,Scoscr,1988s,2,15,0,Middling,0,0,3
Tingena chloritis,Tinchlo,1988s,2,15,0,Middling,0,0,3
Antiscopa elaphra,Antela,1989s,2,3,1,Middling,0,1,3
Atomotricha ommatias,Atoomm,1989s,2,3,3,Middling,0,3,3
Elachista sp. cf. gerasmia,Elager,1989s,2,3,0,Middling,0,2,3
Endrosis sarcitrella,Endsar,1989s,2,3,1,Middling,0,2,3
Epichorista aspistana,Epiasp,1989s,2,3,0,Middling,0,2,3
Gymnobathra sarcoxantha,Gymsar,1989s,2,3,0,Middling,0,0,3
Helastia cryptica,Helcry,1989s,2,3,0,Middling,0,3,3
Helastia expolita,Helexp,1989s,2,3,0,Middling,0,3,3
Ichneutica insignis cplx,Ichins,1989s,2,3,0,Middling,0,0,3
Leptocroca sp. nr lindsayi,Leplin,1989s,2,3,0,Middling,0,3,3
Meterana coeleno,Metcoe,1989s,2,3,3,Middling,0,3,3
Scoparia sp. nr scripta,Scoscr,1989s,2,3,0,Middling,0,0,3
Tingena chloritis,Tinchlo,1989s,2,3,0,Middling,0,0,3
Antiscopa elaphra,Antela,2020r,3,13,0,Middling,0,0,3
Atomotricha ommatias,Atoomm,2020r,3,13,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,2020r,3,13,0,Middling,0,0,3
Endrosis sarcitrella,Endsar,2020r,3,13,0,Middling,0,0,3
Epichorista aspistana,Epiasp,2020r,3,13,0,Middling,0,0,3
Gymnobathra sarcoxantha,Gymsar,2020r,3,13,0,Middling,0,2,3
Helastia cryptica,Helcry,2020r,3,13,0,Middling,0,0,3
Helastia expolita,Helexp,2020r,3,13,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,2020r,3,13,0,Middling,0,2,3
Leptocroca sp. nr lindsayi,Leplin,2020r,3,13,0,Middling,0,0,3
Meterana coeleno,Metcoe,2020r,3,13,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,2020r,3,13,0,Middling,0,0,3
Tingena chloritis,Tinchlo,2020r,3,13,0,Middling,0,2,3
Antiscopa elaphra,Antela,2020s,3,13,0,Middling,0,0,3
Atomotricha ommatias,Atoomm,2020s,3,13,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,2020s,3,13,0,Middling,0,0,3
Endrosis sarcitrella,Endsar,2020s,3,13,0,Middling,0,0,3
Epichorista aspistana,Epiasp,2020s,3,13,0,Middling,0,0,3
Gymnobathra sarcoxantha,Gymsar,2020s,3,13,0,Middling,0,2,3
Helastia cryptica,Helcry,2020s,3,13,0,Middling,0,0,3
Helastia expolita,Helexp,2020s,3,13,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,2020s,3,13,2,Middling,0,2,3
Leptocroca sp. nr lindsayi,Leplin,2020s,3,13,0,Middling,0,0,3
Meterana coeleno,Metcoe,2020s,3,13,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,2020s,3,13,0,Middling,0,0,3
Tingena chloritis,Tinchlo,2020s,3,13,2,Middling,0,2,3
Antiscopa elaphra,Antela,2021r,3,2,0,Middling,0,0,3
Atomotricha ommatias,Atoomm,2021r,3,2,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,2021r,3,2,0,Middling,0,0,3
Endrosis sarcitrella,Endsar,2021r,3,2,0,Middling,0,0,3
Epichorista aspistana,Epiasp,2021r,3,2,0,Middling,0,0,3
Gymnobathra sarcoxantha,Gymsar,2021r,3,2,2,Middling,0,2,3
Helastia cryptica,Helcry,2021r,3,2,0,Middling,0,0,3
Helastia expolita,Helexp,2021r,3,2,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,2021r,3,2,0,Middling,0,2,3
Leptocroca sp. nr lindsayi,Leplin,2021r,3,2,0,Middling,0,0,3
Meterana coeleno,Metcoe,2021r,3,2,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,2021r,3,2,0,Middling,0,0,3
Tingena chloritis,Tinchlo,2021r,3,2,0,Middling,0,2,3
Antiscopa elaphra,Antela,2021s,3,2,0,Middling,0,0,3
Atomotricha ommatias,Atoomm,2021s,3,2,0,Middling,0,0,3
Elachista sp. cf. gerasmia,Elager,2021s,3,2,0,Middling,0,0,3
Endrosis sarcitrella,Endsar,2021s,3,2,0,Middling,0,0,3
Epichorista aspistana,Epiasp,2021s,3,2,0,Middling,0,0,3
Gymnobathra sarcoxantha,Gymsar,2021s,3,2,0,Middling,0,2,3
Helastia cryptica,Helcry,2021s,3,2,0,Middling,0,0,3
Helastia expolita,Helexp,2021s,3,2,0,Middling,0,0,3
Ichneutica insignis cplx,Ichins,2021s,3,2,0,Middling,0,2,3
Leptocroca sp. nr lindsayi,Leplin,2021s,3,2,0,Middling,0,0,3
Meterana coeleno,Metcoe,2021s,3,2,0,Middling,0,0,3
Scoparia sp. nr scripta,Scoscr,2021s,3,2,0,Middling,0,0,3
Tingena chloritis,Tinchlo,2021s,3,2,0,Middling,0,2,3
Asaphodes chlamydota,Asachl,1961r,1,8,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,1961r,1,8,0,Uncommon,0,0,2
Capua intractana,Capint,1961r,1,8,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1961r,1,8,0,Uncommon,0,0,2
Elachista helonoma,Elahel,1961r,1,8,1,Uncommon,0,2,2
Elachista plagiaula,Elapla,1961r,1,8,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,1961r,1,8,0,Uncommon,0,2,2
Hydriomena purpurifera,Hydpur,1961r,1,8,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,1961r,1,8,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1961r,1,8,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1961r,1,8,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1961r,1,8,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1961r,1,8,0,Uncommon,0,1,2
Leuroperna sera,Leuser,1961r,1,8,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1961r,1,8,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1961r,1,8,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,1961r,1,8,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,1961r,1,8,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,1961r,1,8,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1961r,1,8,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,1961r,1,8,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,1961r,1,8,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1961r,1,8,1,Uncommon,0,2,2
Tingena sp. cf. oporaea,Tinopo,1961r,1,8,0,Uncommon,0,2,2
Udea adversa,Udeadv,1961r,1,8,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1961s,1,13,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,1961s,1,13,0,Uncommon,0,0,2
Capua intractana,Capint,1961s,1,13,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1961s,1,13,0,Uncommon,0,0,2
Elachista helonoma,Elahel,1961s,1,13,0,Uncommon,0,2,2
Elachista plagiaula,Elapla,1961s,1,13,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,1961s,1,13,2,Uncommon,0,2,2
Hydriomena purpurifera,Hydpur,1961s,1,13,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,1961s,1,13,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1961s,1,13,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1961s,1,13,1,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1961s,1,13,1,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1961s,1,13,0,Uncommon,0,1,2
Leuroperna sera,Leuser,1961s,1,13,1,Uncommon,0,1,2
Metacrias strategica,Metstr,1961s,1,13,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1961s,1,13,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,1961s,1,13,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,1961s,1,13,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,1961s,1,13,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1961s,1,13,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,1961s,1,13,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,1961s,1,13,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1961s,1,13,0,Uncommon,0,2,2
Tingena sp. cf. oporaea,Tinopo,1961s,1,13,0,Uncommon,0,2,2
Udea adversa,Udeadv,1961s,1,13,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1962r,1,9,1,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,1962r,1,9,0,Uncommon,0,0,2
Capua intractana,Capint,1962r,1,9,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1962r,1,9,0,Uncommon,0,0,2
Elachista helonoma,Elahel,1962r,1,9,0,Uncommon,0,2,2
Elachista plagiaula,Elapla,1962r,1,9,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,1962r,1,9,0,Uncommon,0,2,2
Hydriomena purpurifera,Hydpur,1962r,1,9,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,1962r,1,9,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1962r,1,9,1,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1962r,1,9,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1962r,1,9,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1962r,1,9,0,Uncommon,0,1,2
Leuroperna sera,Leuser,1962r,1,9,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1962r,1,9,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1962r,1,9,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,1962r,1,9,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,1962r,1,9,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,1962r,1,9,1,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1962r,1,9,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,1962r,1,9,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,1962r,1,9,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1962r,1,9,1,Uncommon,0,2,2
Tingena sp. cf. oporaea,Tinopo,1962r,1,9,0,Uncommon,0,2,2
Udea adversa,Udeadv,1962r,1,9,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1962s,1,13,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,1962s,1,13,0,Uncommon,0,0,2
Capua intractana,Capint,1962s,1,13,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1962s,1,13,0,Uncommon,0,0,2
Elachista helonoma,Elahel,1962s,1,13,1,Uncommon,0,2,2
Elachista plagiaula,Elapla,1962s,1,13,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,1962s,1,13,0,Uncommon,0,2,2
Hydriomena purpurifera,Hydpur,1962s,1,13,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,1962s,1,13,1,Uncommon,0,1,2
Ichneutica olivea,Icholi,1962s,1,13,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1962s,1,13,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1962s,1,13,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1962s,1,13,1,Uncommon,0,1,2
Leuroperna sera,Leuser,1962s,1,13,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1962s,1,13,1,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1962s,1,13,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,1962s,1,13,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,1962s,1,13,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,1962s,1,13,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1962s,1,13,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,1962s,1,13,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,1962s,1,13,1,Uncommon,0,1,2
Scoparia rotuella,Scorot,1962s,1,13,0,Uncommon,0,2,2
Tingena sp. cf. oporaea,Tinopo,1962s,1,13,2,Uncommon,0,2,2
Udea adversa,Udeadv,1962s,1,13,1,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1987r,2,8,0,Uncommon,0,0,2
Austrocidaria callichlora,Auscal,1987r,2,8,0,Uncommon,0,0,2
Capua intractana,Capint,1987r,2,8,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1987r,2,8,0,Uncommon,0,1,2
Elachista helonoma,Elahel,1987r,2,8,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,1987r,2,8,0,Uncommon,0,2,2
Glyphipterix acrothecta,Glyacr,1987r,2,8,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,1987r,2,8,0,Uncommon,0,2,2
Ichneutica infensa,Ichinf,1987r,2,8,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1987r,2,8,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1987r,2,8,1,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1987r,2,8,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1987r,2,8,0,Uncommon,0,0,2
Leuroperna sera,Leuser,1987r,2,8,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1987r,2,8,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1987r,2,8,0,Uncommon,0,2,2
Pasiphila acompsa,Pasaco,1987r,2,8,0,Uncommon,0,2,2
Pasiphila lunata,Paslun,1987r,2,8,1,Uncommon,0,2,2
Pasiphila sp. nr charybdis,Pascha,1987r,2,8,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1987r,2,8,0,Uncommon,0,2,2
Schrankia costaestrigalis,Schcos,1987r,2,8,0,Uncommon,0,2,2
Scoparia cyameuta,Scocya,1987r,2,8,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1987r,2,8,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,1987r,2,8,0,Uncommon,0,0,2
Udea adversa,Udeadv,1987r,2,8,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1987s,2,9,0,Uncommon,0,0,2
Austrocidaria callichlora,Auscal,1987s,2,9,0,Uncommon,0,0,2
Capua intractana,Capint,1987s,2,9,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1987s,2,9,0,Uncommon,0,1,2
Elachista helonoma,Elahel,1987s,2,9,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,1987s,2,9,0,Uncommon,0,2,2
Glyphipterix acrothecta,Glyacr,1987s,2,9,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,1987s,2,9,0,Uncommon,0,2,2
Ichneutica infensa,Ichinf,1987s,2,9,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1987s,2,9,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1987s,2,9,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1987s,2,9,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1987s,2,9,0,Uncommon,0,0,2
Leuroperna sera,Leuser,1987s,2,9,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1987s,2,9,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1987s,2,9,0,Uncommon,0,2,2
Pasiphila acompsa,Pasaco,1987s,2,9,2,Uncommon,0,2,2
Pasiphila lunata,Paslun,1987s,2,9,1,Uncommon,0,2,2
Pasiphila sp. nr charybdis,Pascha,1987s,2,9,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1987s,2,9,0,Uncommon,0,2,2
Schrankia costaestrigalis,Schcos,1987s,2,9,0,Uncommon,0,2,2
Scoparia cyameuta,Scocya,1987s,2,9,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1987s,2,9,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,1987s,2,9,0,Uncommon,0,0,2
Udea adversa,Udeadv,1987s,2,9,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1988r,2,14,0,Uncommon,0,0,2
Austrocidaria callichlora,Auscal,1988r,2,14,0,Uncommon,0,0,2
Capua intractana,Capint,1988r,2,14,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1988r,2,14,0,Uncommon,0,1,2
